Player name,Appearances,Goals overview,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success,Blocked shots,Interceptions,Clearances,Headed clearances,Recoveries,Duels won,Duels lost,Succesful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal
Jack Jenkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Teddy Jenks,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Mathias Jensen,46,1,13,22,1,0.02,0,1,0,0,0,26,7,27%,1,4,4,"1,214",26.39,7,149,35%,5,118,2,0,32,4,68,51%,6,37,19,3,168,115,165,19,12,23,0
João Moutinho,157,5,58,59,5,0.03,0,4,1,0,1,83,21,25%,1,0,16,"7,948",50.62,21,666,29%,21,518,20,1,189,4,384,53%,25,182,120,43,"1,005",627,740,60,79,122,0
João Palhinha,14,2,5,5,2,0.14,1,1,0,0,0,15,6,40%,0,0,0,476,34,0,2,2%,0,30,5,0,15,0,65,58%,2,13,21,10,71,114,61,3,29,14,0
Curtis Jones,49,3,30,8,3,0.06,0,3,0,0,0,49,19,39%,1,1,3,"1,793",36.59,4,16,19%,3,43,2,0,34,2,35,60%,17,28,13,4,160,146,169,52,23,28,0
Jorginho,138,21,75,29,21,0.15,0,21,0,19,0,66,32,48%,0,4,5,"9,650",69.93,21,19,26%,64,383,28,0,131,0,291,54%,15,216,105,44,976,553,584,62,63,104,2
Boubacar Kamara,9,0,4,4,0,9,0,0,0,0,0,2,0,2%,0,0,0,395,43.89,0,0,0%,0,22,2,0,17,0,30,43%,0,4,15,8,55,51,45,3,10,9,0
N'Golo Kanté,222,12,129,43,12,0.05,0,7,5,0,0,149,42,28%,0,11,16,"11,822",53.25,20,107,26%,36,469,31,0,275,8,676,62%,55,504,215,93,"1,673","1,164","1,132",251,151,247,2
Hayao Kawabe,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Neeskens Kebano,24,0,4,15,0,24,0,0,0,0,0,16,2,13%,2,1,3,233,9.71,2,29,17%,0,1,0,0,11,3,15,40%,4,1,7,4,58,53,67,16,5,19,0
Naby Keïta,76,7,59,5,7,0.09,1,4,2,0,0,74,26,35%,2,5,5,"2,782",36.61,9,23,9%,19,52,5,0,68,1,124,46%,27,45,23,11,298,258,276,70,28,54,0
Kenedy,55,4,19,23,4,0.07,0,0,4,0,0,71,14,20%,5,4,4,"1,178",21.42,5,81,26%,5,35,2,0,42,7,83,58%,29,61,34,13,253,223,272,74,15,41,0
Nohan Kenneh,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,1,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Reda Khadra,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,1,1,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,0,0,1,0
Gavin Kilkenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Mateusz Klich,79,5,25,38,5,0.06,0,5,0,2,0,81,30,37%,1,1,7,"2,552",32.3,5,101,19%,7,80,12,0,93,8,96,54%,24,22,34,11,352,189,295,34,23,33,0
Anthony Knockaert,72,5,16,36,5,0.07,0,1,4,0,0,81,22,27%,2,7,7,"1,723",23.93,9,245,26%,6,83,8,2,49,11,79,68%,26,56,19,8,312,263,280,103,33,29,0
Cheikhou Kouyaté,270,15,85,107,15,0.06,7,7,0,0,0,185,60,32%,9,12,11,"8,049",29.81,6,111,17%,8,303,34,1,320,16,575,66%,36,383,580,345,"1,386","1,653","1,323",153,692,518,1
Mateo Kovacic,126,3,68,31,3,0.02,0,3,0,0,0,102,19,19%,1,3,12,"6,773",53.75,16,30,17%,43,288,21,0,85,0,217,61%,43,62,59,24,577,590,400,211,39,48,0
Kacper Kozlowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Alex Král,1,0,1,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,2,2,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,1,1,1,0,1,1,0
Dejan Kulusevski,27,6,17,6,6,0.22,0,0,6,0,0,39,13,33%,0,3,13,656,24.3,10,42,29%,8,8,3,0,27,5,27,52%,18,14,2,2,114,90,129,37,5,10,0
Adam Lallana,261,32,117,69,32,0.12,1,14,15,0,0,321,109,34%,9,25,31,"8,464",32.43,30,507,20%,49,185,21,0,173,60,392,71%,104,198,148,57,"1,100","1,059","1,264",243,149,288,0
Manuel Lanzini,174,26,57,72,26,0.15,1,20,5,5,1,225,71,32%,2,13,17,"6,750",38.79,22,289,26%,26,178,22,0,69,25,160,63%,63,144,45,12,872,636,634,287,27,87,1
Roméo Lavia,7,1,2,4,1,0.14,0,1,0,0,0,4,2,50%,0,0,0,257,36.71,0,0,0%,1,16,2,0,5,0,11,64%,1,12,3,0,57,29,26,7,2,2,0
Marc Leonard,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jefferson Lerma,78,5,23,40,5,0.06,2,2,1,0,0,75,15,20%,2,3,2,"3,608",46.26,5,11,18%,6,185,26,1,100,5,118,64%,15,124,177,109,604,434,367,50,160,140,0
Thakgalo Leshabela,1,0,1,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,7,7,0,1,1%,0,0,0,0,0,0,0,0%,0,0,0,0,2,0,1,0,0,0,0
Lewis Hall,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,21,21,0,4,25%,0,4,0,0,0,0,1,1%,0,3,1,0,3,6,8,2,0,1,0
Myles Lewis-Skelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Hayden Lindley,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jesse Lingard,178,29,86,47,29,0.16,2,22,5,2,0,238,99,42%,6,20,14,"4,544",25.53,21,170,15%,34,81,20,0,174,29,154,68%,72,60,39,5,453,441,650,119,20,108,0
Giovani Lo Celso,55,1,25,15,1,0.02,0,0,1,0,0,42,10,24%,1,3,3,"1,685",30.64,5,98,18%,9,67,11,0,49,1,87,63%,10,17,22,9,194,229,244,49,22,40,0
Ruben Loftus-Cheek,146,10,58,45,10,0.07,2,7,1,0,0,141,37,26%,1,12,8,"4,037",27.65,14,42,24%,14,88,6,0,91,12,124,55%,48,70,88,59,542,734,681,223,165,204,0
Sean Longstaff,93,4,37,33,4,0.04,0,3,1,0,0,75,19,25%,2,6,5,"2,545",27.37,8,85,26%,5,175,9,1,74,1,154,58%,23,64,67,26,337,316,364,23,58,79,2
Lucas Paquetá,8,0,2,4,0,8,0,0,0,0,0,19,7,37%,1,1,2,288,36,1,8,8%,4,11,2,0,16,1,18,83%,4,5,12,9,35,43,41,4,15,6,0
Isaac Mabaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Alexis Mac Allister,77,11,25,28,11,0.14,0,11,0,5,1,117,26,22%,3,6,3,"2,295",29.81,5,114,21%,9,97,9,0,69,5,144,58%,50,43,24,9,355,311,303,47,45,51,1
James Maddison,146,40,64,53,40,0.27,0,30,10,1,8,343,116,34%,8,14,27,"5,371",36.79,41,711,26%,63,269,19,1,117,17,204,53%,112,50,24,7,530,715,609,168,27,87,0
Paris Maghoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Kobbie Mainoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ainsley Maitland-Niles,94,1,39,33,1,0.01,0,1,0,0,0,28,8,29%,1,2,3,"2,809",29.88,5,82,23%,4,111,10,2,56,3,152,59%,7,97,102,43,386,333,351,87,41,68,0
Malachi Boateng,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Orel Mangala,7,0,2,3,0,7,0,0,0,0,0,4,1,25%,1,0,0,111,15.86,0,3,3%,1,2,0,0,2,0,6,50%,2,1,1,0,15,16,14,1,4,1,0
Solly March,156,4,39,63,4,0.03,2,1,1,0,0,161,51,32%,4,12,12,"3,720",23.85,21,595,22%,4,207,8,0,144,36,233,54%,52,112,129,53,601,664,747,200,103,195,0
Emiliano Marcondes,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,1,1,0,0,0%,0,1,0,0,0,0,0,0%,0,0,1,0,1,1,0,0,0,0,0
Tawanda Maswanhise,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Juan Mata,278,52,145,66,52,0.19,2,7,43,3,8,372,138,37%,11,29,54,"11,873",42.71,70,"1,118",24%,92,654,19,1,137,106,203,70%,102,136,67,6,"1,131",637,916,178,23,70,1
Matheus Nunes,12,0,2,7,0,12,0,0,0,0,0,15,3,20%,1,1,1,308,25.67,2,14,7%,3,22,1,0,17,0,22,64%,5,3,12,8,42,53,55,10,8,8,0
Nemanja Matic,251,6,150,48,6,0.02,0,2,4,0,0,146,39,27%,3,7,23,"14,518",57.84,17,102,21%,33,845,41,3,274,14,547,67%,49,390,433,272,"1,823","1,342","1,147",269,390,266,1
Matthew Craig,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Matty Longstaff,14,2,2,8,2,0.14,0,2,0,0,0,4,2,50%,1,0,0,394,28.14,1,6,50%,1,13,1,0,9,0,6,50%,1,12,5,3,62,32,43,5,11,9,0
Bryan Mbeumo,50,7,16,20,7,0.14,0,0,7,2,0,105,35,33%,8,13,8,"1,001",20.02,9,122,24%,8,34,7,0,29,16,35,57%,24,14,20,8,180,172,298,54,39,121,0
James McArthur,319,23,103,139,23,0.07,6,10,7,0,0,228,67,29%,3,12,23,"11,703",36.69,25,165,20%,35,643,52,0,424,16,694,71%,74,445,359,132,"1,682","1,488","1,638",189,353,428,0
James McAtee,2,0,2,0,0,2,0,0,0,0,0,1,0,1%,0,0,0,13,6.5,0,0,0%,0,0,0,0,1,0,0,0%,0,0,0,0,1,2,5,1,1,0,0
Kasey McAteer,1,0,1,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,1,1,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,1,0,0,0,0,0,0
Alfie McCalmont,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Liam McCarron,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,2,2,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,1,0,0,0,0,0,0
John McGinn,115,9,39,55,9,0.08,0,0,9,0,0,161,51,32%,3,8,12,"3,771",32.79,18,253,25%,25,353,27,0,157,1,258,62%,42,114,70,21,662,738,616,158,77,103,0
Stuart McKinstry,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,3,3,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,1,0,0,0,0,0,0
Scott McTominay,132,11,70,29,11,0.08,1,7,3,0,0,105,34,32%,1,6,3,"4,622",35.02,7,47,19%,6,228,23,0,176,3,195,56%,40,130,189,129,621,690,544,107,226,146,1
Hannibal Mejbri,3,0,1,2,0,3,0,0,0,0,0,1,1,100%,0,0,0,24,8,0,0,0%,0,0,2,0,3,1,2,50%,0,0,0,0,1,5,8,2,0,1,0
Luka Milivojevic,174,28,57,71,28,0.16,0,28,0,22,3,176,62,35%,5,5,5,"7,456",42.85,11,457,28%,12,499,43,1,267,2,356,61%,52,277,270,125,969,791,755,65,216,164,5
Amari Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Stanley Mills,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
James Milner,600,55,309,144,55,0.09,1,38,8,17,4,523,157,30%,7,14,87,"17,970",29.95,50,"2,354",23%,114,957,70,3,480,45,867,76%,182,475,464,149,"1,927","1,998","2,388",325,381,550,2
Takumi Minamino,40,6,23,11,6,0.15,0,5,1,0,0,35,14,40%,0,4,0,561,14.02,2,14,7%,1,12,2,0,22,2,17,65%,13,7,17,2,76,65,124,16,13,19,0
Jakub Moder,40,0,11,14,0,40,0,0,0,0,0,41,9,22%,4,5,3,"1,023",25.58,5,56,16%,6,17,2,0,31,2,57,56%,15,13,27,11,142,124,165,21,32,49,0
Mohamed Elneny,86,1,54,22,1,0.01,0,1,0,0,0,60,10,17%,1,2,5,"4,100",47.67,2,32,13%,5,136,11,1,40,2,88,52%,26,74,72,29,360,171,189,15,32,64,0
Jacob Montes,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Fionn Mooney,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Andrew Moran,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nathan Moriah-Welsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tyler Morton,2,0,1,0,0,2,0,0,0,0,0,0,0,0%,0,0,0,35,17.5,0,0,0%,0,1,1,0,1,0,0,0%,0,3,0,0,5,2,6,0,2,3,0
Mason Mount,119,26,60,31,26,0.22,0,23,3,2,2,258,91,35%,9,16,22,"4,503",37.84,33,503,29%,21,123,11,0,133,13,177,46%,80,62,45,19,459,453,607,112,41,122,0
Romaine Mundle,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jacob Murphy,108,5,32,49,5,0.05,1,4,0,0,1,93,27,29%,5,6,8,"1,376",12.74,14,187,20%,6,47,7,0,58,5,115,57%,27,45,56,25,315,283,369,89,32,84,0
Enock Mwepu,24,2,13,4,2,0.08,0,2,0,0,0,21,9,43%,0,3,5,460,19.17,5,10,10%,4,7,2,0,20,4,32,53%,3,13,17,11,79,72,104,15,9,36,0
Marvelous Nakamba,58,0,20,28,0,58,0,0,0,0,0,9,2,22%,0,0,0,"1,451",25.02,0,6,6%,1,45,13,0,50,0,109,56%,0,68,55,16,295,221,196,32,38,51,2
Wilfred Ndidi,175,7,75,65,7,0.04,1,4,2,0,0,185,29,16%,5,4,9,"8,810",50.34,6,34,3%,18,364,32,2,284,6,649,62%,50,366,412,222,"1,467","1,396","1,154",132,494,402,2
Tanguy Ndombélé,63,6,22,24,6,0.1,0,4,2,0,0,36,14,39%,0,1,5,"2,068",32.83,7,22,18%,19,46,7,0,43,0,75,57%,15,34,18,5,228,315,237,123,19,28,0
Saúl Ñíguez,10,0,7,0,0,10,0,0,0,0,0,5,1,20%,0,0,0,325,32.5,0,10,20%,0,13,1,0,9,0,20,45%,2,7,9,6,18,30,39,2,8,11,0
Mark Noble,414,47,147,168,47,0.11,0,45,2,28,2,335,116,35%,7,4,35,"18,545",44.79,35,966,32%,105,"1,521",82,5,390,28,875,70%,91,583,269,74,"2,419","1,643","1,573",248,103,134,3
Nuno da Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ethan Nwaneri,1,0,1,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Christian Nørgaard,40,4,15,17,4,0.1,1,2,1,0,0,32,12,38%,2,4,4,"1,831",45.78,7,15,20%,7,83,8,0,63,0,118,53%,8,72,61,30,304,226,224,20,53,70,0
Oliver O'Neill,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tommi O'Reilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Braian Ojeda,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ferdinand Okoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Michael Olise,39,3,12,12,3,0.08,0,0,3,0,1,33,13,39%,1,0,7,881,22.59,10,146,22%,4,38,5,0,23,3,38,66%,10,10,12,1,111,137,151,46,10,23,0
Amadou Onana,14,0,3,6,0,14,0,0,0,0,0,15,0,15%,0,3,1,380,27.14,1,2,2%,3,14,4,0,22,0,37,70%,4,10,19,9,59,91,75,9,24,28,0
Josh Onomah,26,0,9,13,0,26,0,0,0,0,0,10,3,30%,0,0,0,239,9.19,0,7,7%,0,4,1,0,13,1,18,78%,3,3,3,0,23,30,43,4,7,9,0
Tyler Onyango,3,0,0,2,0,3,0,0,0,0,0,1,0,1%,0,0,0,2,0.67,0,0,0%,0,0,0,0,0,0,0,0%,1,0,1,0,0,1,3,0,1,2,0
Frank Onyeka,32,0,12,11,0,32,0,0,0,0,0,19,6,32%,1,2,1,440,13.75,1,13,8%,0,15,4,0,42,1,38,68%,6,19,20,6,100,106,128,12,21,31,0
Lewis Orford,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Owen Otasowie,6,0,1,2,0,6,0,0,0,0,0,4,0,4%,0,1,1,59,9.83,0,0,0%,0,0,1,0,3,0,5,100%,1,3,4,3,16,22,20,3,8,9,0
Salah-Eddine Oulad M'hand,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Alex Oxlade-Chamberlain,229,19,135,49,19,0.08,1,14,4,0,0,266,72,27%,8,11,24,"5,085",22.21,30,456,20%,56,283,10,0,118,15,207,72%,95,141,80,27,615,754,775,357,85,147,3
Maximillian Oyedele,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
David Ozoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Adrion Pajaziti,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Cole Palmer,11,0,11,0,0,11,0,0,0,0,0,6,1,17%,0,0,0,109,9.91,1,7,29%,1,2,0,0,1,1,5,40%,3,2,1,0,9,16,12,4,3,1,0
Thomas Partey,59,4,37,14,4,0.07,1,2,0,0,0,82,16,20%,4,4,3,"3,051",51.71,2,10,10%,14,178,11,0,61,0,110,58%,27,60,67,27,379,280,234,72,60,55,1
Charlie Patino,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Lewis Payne,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ben Pearson,5,0,2,3,0,5,0,0,0,0,0,1,1,100%,0,0,0,84,16.8,0,0,0%,0,7,1,0,7,0,6,33%,0,1,2,0,11,10,11,0,2,4,0
Myles Peart-Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Facundo Pellistri,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ivan Perisic,15,0,9,4,0,15,0,0,0,0,0,10,2,20%,2,2,4,315,21,5,84,33%,0,15,2,0,11,3,16,63%,2,9,7,3,47,31,53,7,8,14,0
Cameron Peupion,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Philippe Coutinho,183,46,90,44,46,0.25,1,41,4,0,5,563,179,32%,13,19,38,"7,592",41.49,57,474,26%,155,331,10,1,101,36,268,76%,196,99,50,12,794,893,"1,072",376,39,164,0
Jaden Philogene,2,0,2,0,0,2,0,0,0,0,0,0,0,0%,0,0,0,6,3,0,0,0%,0,0,0,0,0,1,0,0%,0,0,0,0,1,1,3,0,0,0,0
Paul Pogba,157,29,84,28,29,0.18,4,22,3,7,0,362,127,35%,11,28,38,"9,296",59.21,31,139,14%,80,710,29,2,267,17,205,68%,99,122,168,112,960,"1,108","1,031",320,313,209,1
Freddie Potts,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Dennis Praet,49,2,25,17,2,0.04,0,2,0,0,0,25,5,20%,1,0,3,900,18.37,5,44,14%,4,31,3,0,34,1,56,57%,12,25,17,9,135,102,154,21,8,29,0
Isaac Price,1,0,0,1,0,1,0,0,0,0,0,1,0,1%,0,1,0,2,2,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,0,0,0,0
Christian Pulisic,87,20,40,24,20,0.23,2,7,11,0,0,144,56,39%,2,20,9,"1,924",22.11,12,89,12%,7,40,5,0,50,11,61,57%,35,25,27,11,205,353,494,134,55,128,0
Sebastian Quirk,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Arjan Raikhy,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jesurun Rak-Sakyi,2,0,1,1,0,2,0,0,0,0,0,0,0,0%,0,0,0,24,12,0,2,50%,0,0,0,0,1,0,0,0%,0,1,0,0,6,3,7,0,0,1,0
Jacob Ramsey,71,8,26,32,8,0.11,0,5,3,0,0,55,17,31%,1,3,3,"1,637",23.06,3,41,17%,3,45,10,0,59,4,108,63%,19,41,37,13,224,254,265,41,28,58,0
Dion Rankine,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jadan Raymond,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nathan Redmond,264,28,67,127,28,0.11,1,23,3,0,0,451,150,33%,15,18,26,"7,114",26.95,50,613,23%,35,284,13,1,200,54,302,63%,130,132,95,27,"1,093","1,085","1,349",474,92,244,1
Harrison Reed,62,2,19,23,2,0.03,0,2,0,0,0,28,10,36%,2,1,3,"2,202",35.52,3,51,27%,0,71,10,0,62,1,114,69%,7,81,56,21,277,220,240,21,41,62,0
Declan Rice,182,7,68,72,7,0.04,1,6,0,1,0,129,35,27%,7,7,10,"8,430",46.32,8,110,25%,7,543,23,0,120,5,425,56%,34,302,278,142,"1,331",869,626,164,239,179,2
Taylor Richards,2,0,0,2,0,2,0,0,0,0,0,1,0,1%,0,0,0,27,13.5,0,0,0%,0,2,0,0,1,0,1,1%,1,0,0,0,3,3,3,0,1,0,0
Jairo Riedewald,68,2,19,34,2,0.03,0,0,2,0,0,12,2,17%,0,1,0,"1,198",17.62,2,12,33%,1,47,4,0,29,0,62,56%,5,59,57,23,182,115,103,25,20,20,0
Matt Ritchie,165,11,47,73,11,0.07,1,1,9,1,0,227,53,23%,5,7,24,"5,062",30.68,34,962,26%,16,290,31,0,184,9,225,66%,87,175,237,115,770,605,758,70,139,246,1
Max Robson,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Marc Roca,14,1,4,7,1,0.07,0,0,1,0,0,14,6,43%,0,1,1,590,42.14,1,22,5%,0,35,3,0,14,0,31,61%,7,14,8,2,76,55,46,8,9,5,0
Kaden Rodney,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Rodri,115,12,83,17,12,0.1,4,7,1,1,0,121,35,29%,3,2,9,"9,432",82.02,7,33,24%,8,572,20,0,148,4,220,60%,32,104,142,90,924,643,456,78,257,111,2
James Rodríguez,23,6,8,8,6,0.26,0,3,3,0,0,37,18,49%,0,0,4,"1,031",44.83,11,88,19%,8,99,4,0,17,6,28,61%,9,15,1,0,123,108,112,34,6,10,0
Oriol Romeu,239,7,82,90,7,0.03,1,5,1,0,0,151,31,21%,2,4,3,"10,764",45.04,19,43,33%,17,561,63,0,327,5,613,65%,49,407,310,123,"1,543","1,329","1,193",138,399,359,0
Connor Ronan,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,3,3,0,1,1%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Joe Rothwell,2,0,0,2,0,2,0,0,0,0,0,0,0,0%,0,0,0,8,4,0,0,0%,0,0,0,0,1,0,0,0%,0,0,0,0,1,1,3,1,0,0,0
Rúben Neves,156,19,55,61,19,0.12,1,18,0,7,3,271,65,24%,4,0,8,"8,729",55.96,13,141,20%,39,924,40,0,149,1,331,50%,91,255,194,93,"1,158",586,623,75,117,127,1
